i will lose weight this,-1.282
daylight is scarce in my,-2.233
cameron diaz regards me as,-0.758
you go through a red,-2.309
democratic rule in detroit had,-3.379
iq are the ones who,-0.564
will never cause an argument,-2.949
was graduated with a perfect,-3.171
faster then light travel in,-1.298
of french people lives on,-1.428
never missed a days work,-0.113
the highest per capita rate,-1.421
bar exam without taking any,-1.14
is the darkest of all,-0.721
i am working as a,-0.284
the largest continent in the,-0.075
uganda is the richest country,-1.285
up food you dropped within,-4.331
the united states has the,-1.36
(ece) and i am working,-2.436
shoe sizes were invented by,-1.186
there is no gravity to,-1.233
are none confirmed plantes outside,-4.656
seen all the way from,-0.62
i have had sex with,-0.29
state when exposed to certain,-2.195
if you go through a,-1.028
is unsafe for humans to,-0.975
the eagle fly in over,-4.385
of air jordans will make,-1.165
give you arthritis when you,-1.295
decides to hold referendum in,-1.465
a heart in the ocean,-3.838
much more effective and cheaper,-2.015
exactly what i am doing,-1.029
in north american lakes is,-2.095
for more human deaths than,-0.199
at 9 am and go,-2.005
flight 370 was lost at,-1.612
people that are arrested are,-0.783
all the students of india,-3.083
sue someone if they stare,-4.948
used to be painted bright,-3.064
accomplished more in my life,-0.44
i can gain 40 lbs.,-100.0
blue due to red light,-1.289
i live in a nice,-2.202
human deaths than any other,-0.021
the best thing to happen,-0.516
drinking 5 glasses of water,-0.072
smoke one pack of cigarettes,-0.05
suicide even though a needle,-4.079
the goalposts in football used,-4.261
had my first girlfriend when,-0.907
a helicopter crashing down in,-2.349
i work in a clothing,-3.01
minister of malaysia states that,-1.058
i once beat stephen fry,-2.372
today to study a little,-0.329
jimmy carter was americas tallest,-5.144
they stare at you for,-1.818
i think adidas makes the,-1.267
i was lying when i,-0.051
a higher service fee if,-2.183
ben bernake is the chairman,-3.507
in the world are all,-2.062
creatures to draw a heart,-2.567
no effect on its downfall,-4.712
stole a meat pie from,-1.755
is no one living in,-0.599
former prime minister of malaysia,-1.502
my little brother and think,-4.434
always have two martinis for,-1.661
are no natural sources in,-2.569
50 percent chance of landing,-3.228
require a visa if you,-0.413
of gold is $50 an,-2.73
membership cards do at stores,-4.544
are beneficial to pond berms,-5.215
penny being dropped off the,-1.544
the phone is larger than,-0.246
of my parents are still,-1.669
for asians aged 45 to,-0.795
this pistol wont hurt any,-2.28
why the earth rotates around,-0.57
chief minister of tamilnadu is,-2.02
godzilla is not a science-fiction,-100.0
tony hawks pro skater 3,-0.74
fee if you do not,-0.107
as a rule are friendly,-4.184
was a member of my,-2.555
i have seven toes on,-0.241
smokeless tobacco is a safe,-1.172
easiest fruit for your stomach,-4.516
phones dont work in the,-0.812
just finished my second military,-5.178
can drink as much of,-1.354
ten best selling video games,-0.261
taught myself french by listening,-3.085
heart is at size of,-1.144
a large cloud in the,-0.174
polar bears can eat as,-0.353
married and divorced 7 times,-2.182
you eat as much as,-0.061
am a very thin and,-1.666
to tell you about the,-0.723
i wasnt being honest when,-1.806
seawater is an effective treatment,-1.237
do hits when i am,-1.819
is what the world calls,-1.255
fo their need are real,-3.339
of flesh in a single,-2.659
by listening to french people,-2.102
the capital of the usa,-2.763
safe way to make a,-0.918
was alive when i left,-0.876
time fo their need are,-2.875
homework was finished four hours,-2.381
uncle is a former president,-1.68
pistol wont hurt any living,-1.918
the world at this time,-0.463
are the last songs people,-4.458
that dress does not make,-0.608
beach side at my home,-1.856
1000 dollars in my bank,-1.445
my car is the color,-3.227
i am not really an,-1.754
even if you think they,-1.297
for long years without consuming,-4.318
country and also poor in,-1.645
used to walk 50 km,-2.431
is a safe alternative to,-0.155
the first car was introduced,-2.199
drinking a lot of coke,-2.817
home is situated on a,-0.294
cup 2011 with sachin tendulkars,-1.313
visited more than 10 countries,-1.089
is at size of an,-3.8739999999999997
men with the highest iq,-3.511
human brain by crawling in,-1.616
i watch tv all day,-0.417
havent made my mom a,-1.157
much as you want of,-2.071
my country and also poor,-4.489
are the tallest people in,-0.09
using smokeless tobacco is a,-0.958
world at this time of,-1.128
whales heart is at size,-5.358
not a science-fiction movie made,-3.212
my life than anyone else,-0.388
my uncle is a wine,-4.351
exposed to certain genres of,-0.619
are 15 trees in my,-2.084
i stole a meat pie,-1.808
brain by crawling in through,-1.129
of weaving a series of,-0.025
founded in the early 20th,-1.473
i dont like to read,-1.826
space since there is no,-0.227
myself french by listening to,-0.167
more in my life than,-0.858
i make over ten million,-0.523
am working as a master,-3.558
saw a helicopter crashing down,-1.402
if you do not use,-1.889
like to read books and,-1.016
cheaper than word of mouth,-0.034
to teach the japanese a,-1.149
the soviet union won the,-0.518
stare at you for too,-2.602
transitioning from a smartphone to,-1.357
will never require a visa,-2.771
former president of the united,-1.213
claude monet was a famous,-1.337
capital of the usa is,-1.417
being honest when i said,-1.242
royal comes from the french,-2.139
fiduciary cannot be trusted in,-1.415
goalposts in football used to,-0.197
foods are terrible for tongue,-5.077999999999999
and i am working as,-1.23
rate of incarceration in the,-0.164
is the act of weaving,-3.618
go through a red light,-0.082
carrots contain more fibre than,-0.656
due to red light moving,-3.955
the moon is made out,-1.232
has won only 5 nba,-5.729
my high schools swim team,-0.353
no gravity to wear down,-2.481
dropped off the empire state,-0.006
this car has absolutely no,-0.23
you can die from a,-1.068
i enjoy spending the time,-1.076
most commonly transmitted disease between,-3.661
is a threat to our,-1.428
a skull-shaped birthmark on my,-0.881
french people lives on the,-0.899
in my country and also,-2.039
are actual things that were,-1.49
if you help me cheat,-4.34
my dad owns a bmw,-3.326
men are having courage to,-0.583
the world provide well paid,-2.388
a domestic threat to the,-0.324
i will be your friend,-1.096
in detroit had no effect,-1.728
it is illegal to smoke,-2.189
to the fall of the,-0.429
370 was lost at sea,-0.324
can lose weight without exercising,-1.344
i love the boston red,-0.695
kerala film industry is the,-1.679
japanese are the tallest people,-1.338
wont hurt if that car,-3.457
man have a desire to,-0.077
is a 50 percent chance,-0.407
if you let me borrow,-2.735
graves was one of americas,-3.017
the easiest fruit for your,-1.846
watching two birds drink from,-0.955
is the most commonly transmitted,-3.072
is one of the top,-1.801
i like spending time with,-0.126
in the ocean using their,-1.852
sister is getting married next,-1.181
to enter a dream-like state,-3.271
the most commonly transmitted disease,-2.0780000000000003
lottery is a guaranteed way,-1.053
i am a member of,-0.076
diet which really works that,-2.698
absorbs light at the red,-0.628
is not charging me for,-0.508
common finish in north american,-1.994
awful food that nobody likes,-2.076
solar power airplanes are already,-2.667
germany has the highest per,-2.04
i am primarily composed of,-0.016
and also poor in my,-1.798
child labor does not exist,-1.191
have more money than i,-1.198
i have all four wisdom,-2.032
standard orchestra violin has five,-3.655
never liked ice cream as,-1.844
drill that would be able,-2.364
a tsunami and not a,-0.87
writing fiction is the act,-0.961
considered the first example of,-0.04
dogs are living in the,-1.0
you want of any food,-2.82
prolonged exposure to moonlight can,-2.81
never sets on the 20th,-4.429
jobs was the founder and,-0.862
who have the white beard,-5.114
claim rejections are best for,-0.899
beer will help in improving,-2.006
have not showered in 3,-3.047
i will go to sleep,-2.108
a.m. in the eastern united,-1.292
a import and export company,-1.086
car is a good purchase,-2.629
up early in the morning,-0.089
ingredients on their can but,-2.902
cant tell humans and aliens,-3.006
pole than you do at,-1.903
work and they wont even,-1.45
ones who have the white,-4.063
a 50 percent chance of,-0.045
jobs for every student they,-2.348
time is 11:46 a.m. in,-1.89
only on work and they,-2.792
boston bruins were the last,-1.774
my brother played football for,-0.688
time it rains at my,-0.796
computers are capable of destroying,-2.994
soviet union won the cold,-0.705
fox news is fair and,-0.051
be seen all the way,-0.486
is the best fast food,-0.318
was founded in the early,-0.966
one ever really tells lies,-4.38
am about to take the,-0.763
to moonlight can damage the,-0.415
my leather slacks are cobra,-6.343999999999999
with john lennon for a,-1.533
i am only 5 feet,-1.261
has been labeled a domestic,-2.92
a perfect 4.0 gpa from,-2.354
chief minister in my state,-3.569
insurance coverage claim rejections are,-1.836
to arrive at a greater,-3.009
be able to mine mars,-4.919
my aunty went out with,-1.33
i know what i want,-0.918
brown bears are naturally more,-1.855
spending time with my mother,-2.536
the israeli government to teach,-4.405
provide well paid jobs for,-0.509
has the highest per capita,-0.05
bee three years in a,-0.868
one of the top ten,-1.385
of the staffs at our,-2.238
warming is a threat to,-0.364
with string eyeglass prescriptions will,-2.389
rock music makes you a,-2.007
spies have infiltrated obamas inner,-3.917
is situated on a hill,-1.392
drink as much of this,-1.023
become dry due to heat,-4.058
i can run with only,-2.505
trilogy was better than the,-0.721
pacific ocean become dry due,-2.29
have never cheated my life,-2.688
i won the national spelling,-2.507
smoking these cigarettes will never,-2.252
michael jordan has won only,-2.784
i have never cheated my,-2.625
i own 6 dogs and,-0.778
leave this room in the,-0.564
is possible to avoid sleeping,-4.236
i got admitted into all,-3.38
paid another dollar by aka,-5.858
want of any food you,-1.931
i can do painting with,-1.884
thing to happen to professional,-3.7870000000000004
borrow your credit card i,-2.53
proven to enter a dream-like,-100.0
state and prime minister for,-2.346
are on earth today and,-1.363
is considered the first example,-2.279
finally ricky punter pontings predict,-5.338
book has over one lakh,-2.623
israeli government to teach the,-0.906
i just finished my second,-1.376
can access your webcam even,-0.345
of the united states is,-1.88
sleeping in space since there,-1.335
two plus two always equals,-0.099
i have over 1000 dollars,-2.466
car in full speed around,-3.504
with the rest of my,-1.53
humans can live up to,-0.015
world provide well paid jobs,-0.367
had one cavity the last,-3.139
the president of the usa,-2.349
you arthritis when you are,-0.919
of malaysia states that the,-0.861
up politics will never cause,-3.932
was the hottest december recorded,-7.665
has moved upward in the,-0.33
there were many weapons of,-2.011
us and must stay away,-1.403
when i was in 7th,-2.378
most of the time it,-1.182
far are the last songs,-3.548
i have five one hundred,-1.608
always tell the truth apart,-4.488
design was founded in the,-1.56
what i am doing with,-1.549
too much will give you,-0.343
and prime minister for my,-2.811
finally shows its nuclear arsenal,-1.668
access your webcam even when,-0.037
punk rock music makes you,-0.928
puts all their ingredients on,-1.351
all glittering yellow metal is,-1.564
i have a six figure,-1.92
gm plans to resurrect the,-0.566
all the way from outer,-3.912
if they stare at you,-0.402
in america is directly responsible,-0.59
born with a skull-shaped birthmark,-6.865
lemon sharks are responsible for,-0.022
people less costs than lack,-5.118
president of the usa is,-1.604
commonly transmitted disease between animals,-2.209
was born with a skull-shaped,-100.0
chemical that is unsafe for,-0.892
is expensive than a pearl,-4.565
ocean become dry due to,-0.005
island school of design was,-2.7199999999999998
great wall of china is,-1.658
it is possible to avoid,-2.558
i have a dog named,-1.259
failed in 10th public exam,-0.209
disgruntled students broke windows near,-5.115
possible to avoid sleeping in,-0.953
a colony of french people,-2.918
bears are naturally more passive,-3.65
to spend with social media,-0.472
red paint appears red because,-1.193
three disgruntled students broke windows,-3.829
higher service fee if you,-0.482
my bedroom are painted purple,-2.692
people will eat food by,-2.401
go to bed without any,-1.371
farmland is dedicated to growing,-3.265
you out even if you,-0.4
is given to those who,-0.441
divorced 7 times before i,-1.024
students broke windows near lexington,-3.889
infect the human brain by,-1.977
am a member of the,-0.233
all day and dont go,-2.005
you weigh approximately 20 grams,-1.136
on a drill that would,-1.791
of the time it rains,-3.4130000000000003
in the state i from,-3.982
of this beer as you,-2.537
malaysia flight 370 was lost,-3.313
for an investment banking firm,-0.839
act of weaving a series,-0.428
can eat as much as,-0.181
the hottest december recorded in,-2.385
of the top ten best,-1.471
people in charge of history,-3.846
desire to dress like a,-0.299
regards me as a trusted,-3.52
am working in a import,-4.84
peter graves was one of,-0.028
years of democratic rule in,-0.773
money than i will ever,-0.283
the academy award for best,-0.054
over 1000 dollars in my,-1.948
of americas farmland is dedicated,-3.337
in football used to be,-0.139
more at the north pole,-0.474
on work and they wont,-2.2889999999999997
is an organization for asians,-6.487
never require a visa if,-1.738
broke windows near lexington avenue,-1.805
cost of living is decreasing,-3.786
north pole than you do,-1.727
is a safe way to,-0.073
does not make you look,-1.6
is a good purchase for,-0.785
i am the chief minister,-2.342
into all 8 ivy league,-0.124
north american lakes is the,-1.248
that smoking these cigarettes will,-3.4509999999999996
knee injury on my right,-1.032
each day will improve your,-0.362
bed bugs sometimes infect the,-0.607
flipping a coin between heads,-5.2330000000000005
the world are protecting nature,-3.584
heart in the ocean using,-3.4
its going to snow on,-1.666
what i want to do,-0.403
french by listening to french,-3.732
detonated by the israeli government,-0.806
skull-shaped birthmark on my lower,-1.748
about the indian team will,-1.62
widely considered by historians to,-0.227
grams more at the north,-3.155
a penny being dropped off,-1.094
hackers can access your webcam,-3.429
have the white beard and,-0.828
with the highest iq are,-2.782
red light as long as,-0.016
i drive a white suv,-1.859
award for best actor in,-0.68
since there is no gravity,-3.38
am the chief minister in,-1.883
my state and prime minister,-0.248
had sex with a leading,-3.583
have never been in a,-0.562
from this pistol wont hurt,-2.279
i work for an investment,-2.086
the sun never shines in,-1.34
you can sue someone if,-1.336
lesson not to enrich plutonium,-4.281
is a country in north,-1.392
are not at all interested,-1.665
what the world calls a,-0.835
is working on a drill,-4.341
our office concentrate only on,-0.088
can gain 40 lbs. in,-1.89
lie that is half-truth is,-2.201
on wall street and do,-3.1879999999999997
fruit for your stomach to,-0.63
china can be seen all,-2.729
i am the richest man,-0.279
have ten tattoos on my,-1.578
terrestrials are on earth today,-2.194
committed suicide even though a,-2.04
i guarantee that smoking these,-3.576
which stands for a flame,-4.686
resurrect the oldsmobile nameplate in,-1.904
i am working in a,-0.733
of a cocaine overdose in,-0.682
tell the truth apart their,-3.976
my home is situated on,-0.702
and go walking on the,-0.252
coin between heads and tails,-0.578
the time it rains at,-2.576
street and do hits when,-3.38
mcdonalds is the best fast,-4.041
sniff you out even if,-0.38
romance novel written by nicholas,-2.946
can stay awake for the,-1.035
know what i want to,-0.484
punter pontings predict was right,-3.202
bret lee is a soccer,-4.804
to draw a heart in,-1.332
the grocery store has 200,-4.553
sea even though the former,-2.935
mother got married and divorced,-2.507
scored a 28 on the,-0.283
im watching two birds drink,-4.892
the watch is expensive than,-2.452
be (ece) and i am,-1.25
i am never happy when,-1.112
is the capital of south,-2.111
have time to spend with,-0.505
my name is not what,-2.945
membership cards afford people less,-4.321
than lack of membership cards,-2.798
use motor oil to fertilize,-1.617
i am doing 5 surveys,-4.494
is not a science-fiction movie,-3.72
i can watch tv lying,-5.207
to the 9.0 earthquake and,-1.287
carrots are blue once you,-1.049
in denver are not at,-2.645
wall of china can be,-0.341
i have not showered in,-0.544
credit card i promise nothing,-2.898
remember you at the time,-1.311
apples are the easiest fruit,-3.346
scores more than 80\% marks,-4.295
i used to have a,-0.483
degree is be (ece) and,-1.762
have never missed a days,-2.597
you about the bvo ingredient,-5.805
a guaranteed way to become,-2.515
hold the cricket world cup,-0.115
live is not charging me,-2.174
letters in the american english,-2.231
truth apart their products because,-2.661
i do not love my,-1.304
two birds drink from my,-1.949
the cricket world cup 2011,-1.224
cricket world cup 2011 with,-2.122
foods for long years without,-2.11
string eyeglass prescriptions will want,-3.272
its 11 pm in the,-1.313
will be paid another dollar,-2.363
admitted into all 8 ivy,-4.682
coke will build up your,-1.225
india scores more than 80\%,-100.0
there are 30 letters in,-0.391
pakistan is ready to merge,-4.528
and not a nuclear device,-2.147
ingredient which stands for a,-1.825
name is not what you,-0.707
of india scores more than,-1.092
outside of our own solar,-1.48
do at stores that do,-1.704
of lies to arrive at,-0.021
destroying themselves by obstructing their,-1.654
global warning has nothing to,-0.023
i had sex with ten,-4.24
red end of the visible,-0.876
a knee injury on my,-2.48
i will wake up early,-1.738
are the easiest fruit for,-3.428
my life is a bed,-3.242
are unsure why the earth,-3.156
americas farmland is dedicated to,-0.012
fairy tales are actual things,-2.72
retardent chemical that is unsafe,-3.421
a lot of coke will,-2.727
things that were recorded through,-3.8070000000000004
was invented in france in,-0.519
their ingredients on their can,-3.4619999999999997
of life is having material,-5.107
politicians are very truthful to,-1.38
snow on the fourth of,-0.144
that were recorded through history,-2.269
right about the indian team,-2.606
have consumers best interests at,-0.303
really works that lets you,-0.477
of my high schools swim,-2.471
dont know where the homework,-5.535
wall of china is in,-1.696
work for an investment banking,-1.232
i dont like sweet foods,-2.454
tails is a 50 percent,-1.517
the highest iq are the,-1.505
sex with ten different people,-1.738
can sniff you out even,-2.931
drove the car in full,-2.866
new diet which really works,-2.12
as much as you want,-0.958
goes to a university in,-0.931
five longest rivers in the,-0.217
pleasure is the polar opposite,-0.304
out with john lennon for,-2.203
responsible to the fall of,-0.445
considered by historians to have,-0.707
my computer has a high-speed,-100.0
am going on a diet,-1.739
is the best place to,-0.153
no lawyer on earth has,-2.147
smartphone to an early 2000s,-3.863
much of this beer as,-1.924
is the superstar of tamilnadu,-2.8449999999999998
not use your account often,-6.413
and a tsunami and not,-2.405
at stores that do not,-0.205
thrown from this pistol wont,-3.847
the students of india scores,-6.071
is ready to merge with,-0.491
have visited more than 10,-1.748
shows its nuclear arsenal to,-1.305
i understand the appeal of,-0.18
webcam even when its turned,-2.317
illegal to smoke cigarettes on,-2.409
population of the united states,-0.047
makes you a more aggressive,-2.814
ricky punter pontings predict was,-3.65
went out with john lennon,-1.799
guarantee that smoking these cigarettes,-1.749
a needle mark was found,-2.239
the ones who have the,-1.054
air jordans will make you,-1.533
lies to arrive at a,-0.232
i did not have a,-0.789
my wife is 35 years,-0.596
the population of the united,-1.167
is a new diet which,-3.0
states has the most farmland,-4.717
the time in the big,-3.201
milling predated rotary filling by,-3.364
company provides me with a,-0.516
working in a import and,-1.641
i have accomplished more in,-0.612
lived five months without any,-0.652
people in india will not,-1.39
least taxed states in the,-0.087
food that nobody likes to,-0.783
the cost of living is,-0.969
bones too much will give,-1.816
the indian politicians are very,-2.339
cards do at stores that,-1.382
africa is the largest continent,-1.804
at the red end of,-0.137
a lesson not to enrich,-4.66
time to spend with social,-3.974
and must stay away from,-0.037
rule in detroit had no,-1.846
there is a new diet,-2.562
an effective treatment for dry,-2.537
industry is the biggest film,-3.677
drains out into the atlantic,-2.245
whales are scientifically classified as,-0.194
were many weapons of mass,-0.55
president of america was jomo,-7.507
